"","EMD_CD","EMD_ENG_NM","EMD_KOR_NM","id"
"965","2824511000","Dongyang-dong","동양동",965
"966","2824511100","Gyulhyeon-dong","귤현동",966
"967","2824511200","Sangya-dong","상야동",967
"968","2824511300","Haya-dong","하야동",968
"969","2824511400","Pyeong-dong","평동",969
"970","2824511500","Nooji-dong","노오지동",970
"971","2824511600","Seonjuji-dong","선주지동",971
"972","2824511700","Ihwa-dong","이화동",972
"973","2824511800","Oryu-dong","오류동",973
"974","2824511900","Galhyeon-dong","갈현동",974
"975","2824512000","Duksil-dong","둑실동",975
"976","2824512100","Moksang-dong","목상동",976
"977","2824512200","Danam-dong","다남동",977
"978","2824512300","Janggi-dong","장기동",978
"979","2826010100","Baekseok-dong","백석동",979
"980","2826010200","Sicheon-dong","시천동",980
"981","2826010300","Geomam-dong","검암동",981
"982","2826010400","Gyeongseo-dong","경서동",982
"983","2826010500","Gongchon-dong","공촌동",983
"984","2826010600","Yeonhui-dong","연희동",984
"985","2826010700","Simgok-dong","심곡동",985
"986","2826010800","Gajeong-dong","가정동",986
"987","2826010900","Sinhyeon-dong","신현동",987
"988","2826011000","Seongnam-dong","석남동",988
"989","2826011100","Wonchang-dong","원창동",989
"990","2826011200","Gajwa-dong","가좌동",990
"991","2826011300","Majeon-dong","마전동",991
"992","2826011400","Dangha-dong","당하동",992
"993","2826011500","Wondang-dong","원당동",993
"994","2826011700","Daegok-dong","대곡동",994
"995","2826011800","Geumgok-dong","금곡동",995
"996","2826011900","Oryu-dong","오류동",996
"997","2826012000","Wanggil-dong","왕길동",997
"998","2826012100","Bullo-dong","불로동",998
"999","2826012200","Cheongna-dong","청라동",999
"1000","2871025000","Ganghwa-eup","강화읍",1000
"1001","2871031000","Seonwon-myeon","선원면",1001
"1002","2871032000","Bureun-myeon","불은면",1002
"1003","2871033000","Gilsang-myeon","길상면",1003
"1004","2871034000","Hwado-myeon","화도면",1004
"1005","2871035000","Yangdo-myeon","양도면",1005
"1006","2871036000","Naega-myeon","내가면",1006
"1007","2871037000","Hajeom-myeon","하점면",1007
"1008","2871038000","Yangsa-myeon","양사면",1008
"1009","2871039000","Songhae-myeon","송해면",1009
"1010","2871040000","Gyodong-myeon","교동면",1010
"1011","2871041000","Samsan-myeon","삼산면",1011
"1012","2871042000","Seodo-myeon","서도면",1012
"1013","2872031000","Bukdo-myeon","북도면",1013
"1014","2872033000","Baengnyeong-myeon","백령면",1014
"1015","2872034000","Daecheong-myeon","대청면",1015
"1016","2872035000","Deokjeok-myeon","덕적면",1016
"1017","2872036000","Yeongheung-myeon","영흥면",1017
"1018","2872037000","Jawol-myeon","자월면",1018
"1019","2872038000","Yeonpyeong-myeon","연평면",1019
"1020","2911010100","Daein-dong","대인동",1020
"1021","2911010200","Geumnamno 5(o)-ga","금남로5가",1021
"1022","2911010300","Chungjangno 5(o)-ga","충장로5가",1022
"1023","2911010400","Sugi-dong","수기동",1023
"1024","2911010500","Daeui-dong","대의동",1024
"1025","2911010600","Gung-dong","궁동",1025
"1026","2911010700","Jang-dong","장동",1026
"1027","2911010800","Dongmyeong-dong","동명동",1027
"1028","2911010900","Gyerim-dong","계림동",1028
"1029","2911011000","Sansu-dong","산수동",1029
"1030","2911011100","Jisan-dong","지산동",1030
"1031","2911011200","Nam-dong","남동",1031
"1032","2911011300","Gwangsan-dong","광산동",1032
"1033","2911011400","Geum-dong","금동",1033
"1034","2911011500","Honam-dong","호남동",1034
"1035","2911011600","Bullo-dong","불로동",1035
"1036","2911011700","Hwanggeum-dong","황금동",1036
"1037","2911011800","Seoseok-dong","서석동",1037
"1038","2911011900","Sotae-dong","소태동",1038
"1039","2911012000","Yongyeon-dong","용연동",1039
"1040","2911012100","Ullim-dong","운림동",1040
"1041","2911012200","Hak-dong","학동",1041
"1042","2911012300","Wollam-dong","월남동",1042
"1043","2911012400","Seongyo-dong","선교동",1043
"1044","2911012500","Naenam-dong","내남동",1044
"1045","2911012600","Yongsan-dong","용산동",1045
"1046","2911012700","Chungjangno 1(il)-ga","충장로1가",1046
"1047","2911012800","Chungjangno 2(i)-ga","충장로2가",1047
"1048","2911012900","Chungjangno 3(sam)-ga","충장로3가",1048
"1049","2911013000","Chungjangno 4(sa)-ga","충장로4가",1049
"1050","2911013100","Geumnamno 1(il)-ga","금남로1가",1050
"1051","2911013200","Geumnamno 2(i)-ga","금남로2가",1051
"1052","2911013300","Geumnamno 3(sam)-ga","금남로3가",1052
"1053","2911013400","Geumnamno 4(sa)-ga","금남로4가",1053
"1054","2914010400","Yang-dong","양동",1054
"1055","2914010600","Nongseong-dong","농성동",1055
"1056","2914011500","Gwangcheon-dong","광천동",1056
"1057","2914011600","Yuchon-dong","유촌동",1057
"1058","2914011700","Deokheung-dong","덕흥동",1058
"1059","2914011800","Ssangchon-dong","쌍촌동",1059
"1060","2914011900","Hwajeong-dong","화정동",1060
"1061","2914012000","Chipyeong-dong","치평동",1061
"1062","2914012100","Naebang-dong","내방동",1062
"1063","2914012500","Seochang-dong","서창동",1063
"1064","2914012600","Seha-dong","세하동",1064
"1065","2914012700","Yongdu-dong","용두동",1065
"1066","2914012800","Pungam-dong","풍암동",1066
"1067","2914012900","Byeokjin-dong","벽진동",1067
"1068","2914013000","Geumho-dong","금호동",1068
"1069","2914013100","Mareuk-dong","마륵동",1069
"1070","2914013200","Maewol-dong","매월동",1070
"1071","2914013300","Dongcheon-dong","동천동",1071
"1072","2915510100","Sa-dong","사동",1072
"1073","2915510200","Gu-dong","구동",1073
"1074","2915510300","Seo-dong","서동",1074
"1075","2915510400","Wolsan-dong","월산동",1075
"1076","2915510500","Baegun-dong","백운동",1076
"1077","2915510600","Juwol-dong","주월동",1077
"1078","2915510700","Nodae-dong","노대동",1078
"1079","2915510800","Jinwol-dong","진월동",1079
"1080","2915510900","Deongnam-dong","덕남동",1080
"1081","2915511000","Haengam-dong","행암동",1081
"1082","2915511100","Imam-dong","임암동",1082
"1083","2915511200","Songha-dong","송하동",1083
"1084","2915511300","Yangnim-dong","양림동",1084
"1085","2915511400","Bangnim-dong","방림동",1085
"1086","2915511500","Bongseon-dong","봉선동",1086
"1087","2915511600","Guso-dong","구소동",1087
"1088","2915511700","Yangchon-dong","양촌동",1088
"1089","2915511800","Dogeum-dong","도금동",1089
"1090","2915511900","Seungchon-dong","승촌동",1090
"1091","2915512000","Jiseok-dong","지석동",1091
"1092","2915512100","Apchon-dong","압촌동",1092
"1093","2915512200","Hwajang-dong","화장동",1093
"1094","2915512300","Chilseok-dong","칠석동",1094
"1095","2915512400","Seokjeong-dong","석정동",1095
"1096","2915512500","Sinjang-dong","신장동",1096
"1097","2915512600","Yanggwa-dong","양과동",1097
"1098","2915512700","Ijang-dong","이장동",1098
"1099","2915512800","Daeji-dong","대지동",1099
"1100","2915512900","Wonsan-dong","원산동",1100
"1101","2915513000","Wolseong-dong","월성동",1101
"1102","2917010100","Jungheung-dong","중흥동",1102
"1103","2917010200","Yu-dong","유동",1103
"1104","2917010300","Numun-dong","누문동",1104
"1105","2917010400","Buk-dong","북동",1105
"1106","2917010500","Im-dong","임동",1106
"1107","2917010600","Sinan-dong","신안동",1107
"1108","2917010700","Yongbong-dong","용봉동",1108
"1109","2917010800","Dongnim-dong","동림동",1109
"1110","2917010900","Unam-dong","운암동",1110
"1111","2917011000","Usan-dong","우산동",1111
"1112","2917011100","Punghyang-dong","풍향동",1112
"1113","2917011200","Munheung-dong","문흥동",1113
"1114","2917011300","Gakhwa-dong","각화동",1114
"1115","2917011400","Duam-dong","두암동",1115
"1116","2917011500","Ochi-dong","오치동",1116
"1117","2917011600","Samgak-dong","삼각동",1117
"1118","2917011700","Maegok-dong","매곡동",1118
"1119","2917011800","Chunghyo-dong","충효동",1119
"1120","2917011900","Deogui-dong","덕의동",1120
"1121","2917012000","Geumgok-dong","금곡동",1121
"1122","2917012100","Mangwol-dong","망월동",1122
"1123","2917012200","Cheongpung-dong","청풍동",1123
"1124","2917012300","Hwaam-dong","화암동",1124
"1125","2917012400","Jangdeung-dong","장등동",1125
"1126","2917012500","Unjeong-dong","운정동",1126
"1127","2917012600","Bonchon-dong","본촌동",1127
"1128","2917012700","Ilgok-dong","일곡동",1128
"1129","2917012800","Yangsan-dong","양산동",1129
"1130","2917012900","Yeonje-dong","연제동",1130
"1131","2917013000","Sinyong-dong","신용동",1131
"1132","2917013100","Yongdu-dong","용두동",1132
"1133","2917013200","Jiya-dong","지야동",1133
"1134","2917013300","Taeryeong-dong","태령동",1134
"1135","2917013400","Sugok-dong","수곡동",1135
"1136","2917013500","Hyoryeong-dong","효령동",1136
"1137","2917013600","Yongjeon-dong","용전동",1137
"1138","2917013700","Yonggang-dong","용강동",1138
"1139","2917013800","Saengyong-dong","생용동",1139
"1140","2917013900","Wolchul-dong","월출동",1140
"1141","2917014000","Daechon-dong","대촌동",1141
"1142","2917014100","Oryong-dong","오룡동",1142
"1143","2920010100","Songjeong-dong","송정동",1143
"1144","2920010200","Dosan-dong","도산동",1144
"1145","2920010300","Doho-dong","도호동",1145
"1146","2920010400","Sinchon-dong","신촌동",1146
"1147","2920010500","Seobong-dong","서봉동",1147
"1148","2920010600","Unsu-dong","운수동",1148
"1149","2920010700","Seonam-dong","선암동",1149
"1150","2920010800","Sochon-dong","소촌동",1150
"1151","2920010900","Usan-dong","우산동",1151
"1152","2920011000","Hwangnyong-dong","황룡동",1152
"1153","2920011100","Bakho-dong","박호동",1153
"1154","2920011200","Bia-dong","비아동",1154
"1155","2920011300","Docheon-dong","도천동",1155
"1156","2920011400","Suwan-dong","수완동",1156
"1157","2920011500","Wolgye-dong","월계동",1157
"1158","2920011600","Ssangam-dong","쌍암동",1158
"1159","2920011700","Sanwol-dong","산월동",1159
"1160","2920011800","Sinchang-dong","신창동",1160
"1161","2920011900","Singa-dong","신가동",1161
"1162","2920012000","Unnam-dong","운남동",1162
"1163","2920012100","Ancheong-dong","안청동",1163
"1164","2920012200","Jingok-dong","진곡동",1164
"1165","2920012300","Jangdeok-dong","장덕동",1165
"1166","2920012400","Heukseok-dong","흑석동",1166
"1167","2920012500","Hanam-dong","하남동",1167
"1168","2920012600","Jangsu-dong","장수동",1168
"1169","2920012700","Sanjeong-dong","산정동",1169
"1170","2920012800","Wolgok-dong","월곡동",1170
"1171","2920012900","Deungim-dong","등임동",1171
"1172","2920013000","Sanmak-dong","산막동",1172
"1173","2920013100","Goryong-dong","고룡동",1173
"1174","2920013200","Sillyong-dong","신룡동",1174
"1175","2920013300","Dujeong-dong","두정동",1175
"1176","2920013400","Imgok-dong","임곡동",1176
"1177","2920013500","Gwangsan-dong","광산동",1177
"1178","2920013600","Osan-dong","오산동",1178
"1179","2920013700","Saho-dong","사호동",1179
"1180","2920013800","Hasan-dong","하산동",1180
"1181","2920013900","Yugye-dong","유계동",1181
"1182","2920014000","Bondeok-dong","본덕동",1182
"1183","2920014100","Yongbong-dong","용봉동",1183
"1184","2920014200","Yogi-dong","요기동",1184
"1185","2920014300","Bongnyong-dong","복룡동",1185
"1186","2920014400","Songdae-dong","송대동",1186
"1187","2920014500","Ok-dong","옥동",1187
"1188","2920014600","Woljeon-dong","월전동",1188
"1189","2920014700","Jangnok-dong","장록동",1189
"1190","2920014800","Songchon-dong","송촌동",1190
"1191","2920014900","Jijuk-dong","지죽동",1191
"1192","2920015000","Yong-dong","용동",1192
"1193","2920015100","Yonggok-dong","용곡동",1193
"1194","2920015200","Jijeong-dong","지정동",1194
"1195","2920015300","Myeonghwa-dong","명화동",1195
"1196","2920015400","Dongsan-dong","동산동",1196
"1197","2920015500","Yeonsan-dong","연산동",1197
"1198","2920015600","Dodeok-dong","도덕동",1198
"1199","2920015700","Songsan-dong","송산동",1199
"1200","2920015800","Jipyeong-dong","지평동",1200
"1201","2920015900","Oun-dong","오운동",1201
"1202","2920016000","Samgeo-dong","삼거동",1202
"1203","2920016100","Yang-dong","양동",1203
"1204","2920016200","Naesan-dong","내산동",1204
"1205","2920016300","Daesan-dong","대산동",1205
"1206","2920016400","Songhak-dong","송학동",1206
"1207","2920016500","Sin-dong","신동",1207
"1208","2920016600","Samdo-dong","삼도동",1208
"1209","2920016700","Namsan-dong","남산동",1209
"1210","2920016800","Songchi-dong","송치동",1210
"1211","2920016900","Sansu-dong","산수동",1211
"1212","2920017000","Seon-dong","선동",1212
"1213","2920017100","Jisan-dong","지산동",1213
"1214","2920017200","Wang-dong","왕동",1214
"1215","2920017300","Buksan-dong","북산동",1215
"1216","2920017400","Myeongdo-dong","명도동",1216
"1217","2920017500","Dongho-dong","동호동",1217
"1218","2920017600","Deongnim-dong","덕림동",1218
"1219","2920017700","Yangsan-dong","양산동",1219
"1220","2920017800","Dongnim-dong","동림동",1220
"1221","2920020200","Oseon-dong","오선동",1221
"1222","3011010100","Won-dong","원동",1222
"1223","3011010200","In-dong","인동",1223
"1224","3011010300","Hyo-dong","효동",1224
"1225","3011010400","Cheon-dong","천동",1225
"1226","3011010500","Gao-dong","가오동",1226
"1227","3011010600","Sinheung-dong","신흥동",1227
"1228","3011010700","Panam-dong","판암동",1228
"1229","3011010800","Samjeong-dong","삼정동",1229
"1230","3011010900","Yongun-dong","용운동",1230
"1231","3011011000","Dae-dong","대동",1231
"1232","3011011100","Jayang-dong","자양동",1232
"1233","3011011200","Sinan-dong","신안동",1233
"1234","3011011300","Soje-dong","소제동",1234
"1235","3011011400","Gayang-dong","가양동",1235
"1236","3011011500","Yongjeon-dong","용전동",1236
"1237","3011011600","Seongnam-dong","성남동",1237
"1238","3011011700","Hongdo-dong","홍도동",1238
"1239","3011011800","Samseong-dong","삼성동",1239
"1240","3011011900","Jeong-dong","정동",1240
"1241","3011012000","Jung-dong","중동",1241
"1242","3011012100","Chu-dong","추동",1242
"1243","3011012200","Biryong-dong","비룡동",1243
"1244","3011012300","Jusan-dong","주산동",1244
"1245","3011012400","Yonggye-dong","용계동",1245
"1246","3011012500","Masan-dong","마산동",1246
"1247","3011012600","Hyopyeong-dong","효평동",1247
"1248","3011012700","Jik-dong","직동",1248
"1249","3011012800","Secheon-dong","세천동",1249
"1250","3011012900","Sinsang-dong","신상동",1250
"1251","3011013000","Sinha-dong","신하동",1251
"1252","3011013100","Sinchon-dong","신촌동",1252
"1253","3011013200","Saseong-dong","사성동",1253
"1254","3011013300","Naetap-dong","내탑동",1254
"1255","3011013400","O-dong","오동",1255
"1256","3011013500","Juchon-dong","주촌동",1256
"1257","3011013600","Nangwol-dong","낭월동",1257
"1258","3011013700","Daebyeol-dong","대별동",1258
"1259","3011013800","Isa-dong","이사동",1259
"1260","3011013900","Daeseong-dong","대성동",1260
"1261","3011014000","Jangcheok-dong","장척동",1261
"1262","3011014100","Soho-dong","소호동",1262
"1263","3011014200","Gudo-dong","구도동",1263
"1264","3011014300","Samgoe-dong","삼괴동",1264
"1265","3011014400","Sangso-dong","상소동",1265
"1266","3011014500","Haso-dong","하소동",1266
"1267","3014010100","Eunhaeng-dong","은행동",1267
"1268","3014010200","Seonhwa-dong","선화동",1268
"1269","3014010300","Mok-dong","목동",1269
"1270","3014010400","Jungchon-dong","중촌동",1270
"1271","3014010500","Daeheung-dong","대흥동",1271
"1272","3014010600","Munchang-dong","문창동",1272
"1273","3014010700","Seokgyo-dong","석교동",1273
"1274","3014010800","Ho-dong","호동",1274
"1275","3014010900","Okgye-dong","옥계동",1275
"1276","3014011000","Daesa-dong","대사동",1276
"1277","3014011100","Busa-dong","부사동",1277
"1278","3014011200","Yongdu-dong","용두동",1278
"1279","3014011300","Oryu-dong","오류동",1279
"1280","3014011400","Taepyeong-dong","태평동",1280
"1281","3014011500","Yucheon-dong","유천동",1281
"1282","3014011600","Munhwa-dong","문화동",1282
"1283","3014011700","Sanseong-dong","산성동",1283
"1284","3014011800","Sajeong-dong","사정동",1284
"1285","3014011900","Anyeong-dong","안영동",1285
"1286","3014012000","Musu-dong","무수동",1286
"1287","3014012100","Guwan-dong","구완동",1287
"1288","3014012200","Chimsan-dong","침산동",1288
"1289","3014012300","Mokdal-dong","목달동",1289
"1290","3014012400","Jeongsaeng-dong","정생동",1290
"1291","3014012500","Eonam-dong","어남동",1291
"1292","3014012600","Geum-dong","금동",1292
"1293","3017010100","Boksu-dong","복수동",1293
"1294","3017010200","Byeon-dong","변동",1294
"1295","3017010300","Doma-dong","도마동",1295
"1296","3017010400","Jeongnim-dong","정림동",1296
"1297","3017010500","Yongmun-dong","용문동",1297
"1298","3017010600","Tanbang-dong","탄방동",1298
"1299","3017010800","Goejeong-dong","괴정동",1299
"1300","3017010900","Gajang-dong","가장동",1300
"1301","3017011000","Nae-dong","내동",1301
"1302","3017011100","Galma-dong","갈마동",1302
"1303","3017011200","Dunsan-dong","둔산동",1303
"1304","3017011300","Wolpyeong-dong","월평동",1304
"1305","3017011400","Gasuwon-dong","가수원동",1305
"1306","3017011500","Doan-dong","도안동",1306
"1307","3017011600","Gwanjeo-dong","관저동",1307
"1308","3017011700","Heukseok-dong","흑석동",1308
"1309","3017011800","Maeno-dong","매노동",1309
"1310","3017011900","Sanjik-dong","산직동",1310
"1311","3017012000","Jangan-dong","장안동",1311
"1312","3017012100","Pyeongchon-dong","평촌동",1312
"1313","3017012200","O-dong","오동",1313
"1314","3017012300","Umyeong-dong","우명동",1314
"1315","3017012400","Wonjeong-dong","원정동",1315
"1316","3017012500","Yongchon-dong","용촌동",1316
"1317","3017012600","Bonggok-dong","봉곡동",1317
"1318","3017012700","Goegok-dong","괴곡동",1318
"1319","3017012800","Mannyeon-dong","만년동",1319
"1320","3020010100","Wonnae-dong","원내동",1320
"1321","3020010200","Gyochon-dong","교촌동",1321
"1322","3020010300","Daejeong-dong","대정동",1322
"1323","3020010400","Yonggye-dong","용계동",1323
"1324","3020010500","Hakha-dong","학하동",1324
"1325","3020010600","Gyesan-dong","계산동",1325
"1326","3020010700","Seongbuk-dong","성북동",1326
"1327","3020010800","Se-dong","세동",1327
"1328","3020010900","Songjeong-dong","송정동",1328
"1329","3020011000","Bang-dong","방동",1329
"1330","3020011100","Bongmyeong-dong","봉명동",1330
"1331","3020011200","Guam-dong","구암동",1331
"1332","3020011300","Deongmyeong-dong","덕명동",1332
"1333","3020011400","Wonsinheung-dong","원신흥동",1333
"1334","3020011500","Sangdae-dong","상대동",1334
"1335","3020011600","Bogyong-dong","복용동",1335
"1336","3020011700","Jangdae-dong","장대동",1336
"1337","3020011800","Gap-dong","갑동",1337
"1338","3020011900","Noeun-dong","노은동",1338
"1339","3020012000","Jijok-dong","지족동",1339
"1340","3020012100","Juk-dong","죽동",1340
"1341","3020012200","Gung-dong","궁동",1341
"1342","3020012300","Eoeun-dong","어은동",1342
"1343","3020012400","Guseong-dong","구성동",1343
"1344","3020012500","Sinseong-dong","신성동",1344
"1345","3020012600","Gajeong-dong","가정동",1345
"1346","3020012700","Doryong-dong","도룡동",1346
"1347","3020012800","Jang-dong","장동",1347
"1348","3020012900","Banghyeon-dong","방현동",1348
"1349","3020013000","Hwaam-dong","화암동",1349
"1350","3020013100","Deokjin-dong","덕진동",1350
"1351","3020013200","Hagi-dong","하기동",1351
"1352","3020013300","Chumok-dong","추목동",1352
"1353","3020013400","Jaun-dong","자운동",1353
"1354","3020013500","Sinbong-dong","신봉동",1354
"1355","3020013600","Sunam-dong","수남동",1355
"1356","3020013700","Ansan-dong","안산동",1356
"1357","3020013800","Oesam-dong","외삼동",1357
"1358","3020013900","Banseok-dong","반석동",1358
"1359","3020014000","Munji-dong","문지동",1359
"1360","3020014100","Jeonmin-dong","전민동",1360
"1361","3020014200","Wonchon-dong","원촌동",1361
"1362","3020014300","Tamnip-dong","탑립동",1362
"1363","3020014400","Yongsan-dong","용산동",1363
"1364","3020014500","Bongsan-dong","봉산동",1364
"1365","3020014600","Gwanpyeong-dong","관평동",1365
"1366","3020014700","Songgang-dong","송강동",1366
"1367","3020014800","Geumgo-dong","금고동",1367
"1368","3020014900","Dae-dong","대동",1368
"1369","3020015000","Geumtan-dong","금탄동",1369
"1370","3020015100","Sin-dong","신동",1370
"1371","3020015200","Dungok-dong","둔곡동",1371
"1372","3020015300","Guryong-dong","구룡동",1372
"1373","3023010100","Ojeong-dong","오정동",1373
"1374","3023010200","Daehwa-dong","대화동",1374
"1375","3023010300","Eumnae-dong","읍내동",1375
"1376","3023010400","Yeonchuk-dong","연축동",1376
"1377","3023010500","Sindae-dong","신대동",1377
"1378","3023010600","Wa-dong","와동",1378
"1379","3023010700","Songchon-dong","송촌동",1379
"1380","3023010800","Beop-dong","법동",1380
"1381","3023010900","Jungni-dong","중리동",1381
"1382","3023011000","Birae-dong","비래동",1382
"1383","3023011100","Seokbong-dong","석봉동",1383
"1384","3023011200","Moksang-dong","목상동",1384
"1385","3023011300","Munpyeong-dong","문평동",1385
"1386","3023011400","Sinil-dong","신일동",1386
"1387","3023011500","Deogam-dong","덕암동",1387
"1388","3023011600","Sangseo-dong","상서동",1388
"1389","3023011700","Pyeongchon-dong","평촌동",1389
"1390","3023011800","Jang-dong","장동",1390
"1391","3023011900","Yongho-dong","용호동",1391
"1392","3023012000","Ihyeon-dong","이현동",1392
"1393","3023012100","Galjeon-dong","갈전동",1393
"1394","3023012200","Busu-dong","부수동",1394
"1395","3023012300","Hwangho-dong","황호동",1395
"1396","3023012400","Samjeong-dong","삼정동",1396
"1397","3023012500","Miho-dong","미호동",1397
"1398","3023012600","Sintanjin-dong","신탄진동",1398
"1399","3111010100","Hakseong-dong","학성동",1399
"1400","3111010200","Haksan-dong","학산동",1400
"1401","3111010300","Boksan-dong","복산동",1401
"1402","3111010400","Bukjeong-dong","북정동",1402
"1403","3111010500","Okgyo-dong","옥교동",1403
"1404","3111010600","Seongnam-dong","성남동",1404
"1405","3111010700","Gyo-dong","교동",1405
"1406","3111010800","Ujeong-dong","우정동",1406
"1407","3111010900","Seongan-dong","성안동",1407
"1408","3111011000","Yugok-dong","유곡동",1408
"1409","3111011100","Taehwa-dong","태화동",1409
"1410","3111011200","Daun-dong","다운동",1410
"1411","3111011300","Dong-dong","동동",1411
"1412","3111011400","Seo-dong","서동",1412
"1413","3111011500","Namoe-dong","남외동",1413
"1414","3111011600","Janghyeon-dong","장현동",1414
"1415","3111011700","Yaksa-dong","약사동",1415
"1416","3111011800","Bangu-dong","반구동",1416
"1417","3114010100","Mugeo-dong","무거동",1417
"1418","3114010200","Ok-dong","옥동",1418
"1419","3114010300","Duwang-dong","두왕동",1419
"1420","3114010400","Sinjeong-dong","신정동",1420
"1421","3114010500","Dal-dong","달동",1421
"1422","3114010600","Samsan-dong","삼산동",1422
"1423","3114010700","Yeocheon-dong","여천동",1423
"1424","3114010800","Yaeum-dong","야음동",1424
"1425","3114010900","Seonam-dong","선암동",1425
"1426","3114011000","Sanggae-dong","상개동",1426
"1427","3114011100","Bugok-dong","부곡동",1427
"1428","3114011200","Gosa-dong","고사동",1428
"1429","3114011300","Seongam-dong","성암동",1429
"1430","3114011400","Hwangseong-dong","황성동",1430
"1431","3114011500","Yongyeon-dong","용연동",1431
"1432","3114011600","Namhwa-dong","남화동",1432
"1433","3114011700","Yongjam-dong","용잠동",1433
"1434","3114011800","Jangsaengpo-dong","장생포동",1434
"1435","3114011900","Maeam-dong","매암동",1435
"1436","3117010100","Bangeo-dong","방어동",1436
"1437","3117010200","Hwajeong-dong","화정동",1437
"1438","3117010300","Ilsan-dong","일산동",1438
"1439","3117010400","Jeonha-dong","전하동",1439
"1440","3117010500","Mipo-dong","미포동",1440
"1441","3117010600","Jujeon-dong","주전동",1441
"1442","3117010700","Dongbu-dong","동부동",1442
"1443","3117010800","Seobu-dong","서부동",1443
"1444","3120010100","Changpyeong-dong","창평동",1444
"1445","3120010200","Hogye-dong","호계동",1445
"1446","3120010300","Maegok-dong","매곡동",1446
"1447","3120010400","Gadae-dong","가대동",1447
"1448","3120010500","Sincheon-dong","신천동",1448
"1449","3120010600","Jungsan-dong","중산동",1449
"1450","3120010700","Sangan-dong","상안동",1450
"1451","3120010800","Cheongok-dong","천곡동",1451
"1452","3120010900","Dalcheon-dong","달천동",1452
"1453","3120011000","Sirye-dong","시례동",1453
"1454","3120011100","Muryong-dong","무룡동",1454
"1455","3120011200","Guyu-dong","구유동",1455
"1456","3120011300","Jeongja-dong","정자동",1456
"1457","3120011400","Sinmyeong-dong","신명동",1457
"1458","3120011500","Daean-dong","대안동",1458
"1459","3120011600","Dangsa-dong","당사동",1459
"1460","3120011700","Sinhyeon-dong","신현동",1460
"1461","3120011800","Sanha-dong","산하동",1461
"1462","3120011900","Eomul-dong","어물동",1462
"1463","3120012000","Myeongchon-dong","명촌동",1463
"1464","3120012100","Jinjang-dong","진장동",1464
"1465","3120012200","Yeonam-dong","연암동",1465
"1466","3120012300","Hyomun-dong","효문동",1466
"1467","3120012400","Yangjeong-dong","양정동",1467
"1468","3120012500","Hwabong-dong","화봉동",1468
"1469","3120012600","Songjeong-dong","송정동",1469
"1470","3120012700","Yeompo-dong","염포동",1470
"1471","3171025000","Onsan-eup","온산읍",1471
"1472","3171025300","Eonyang-eup","언양읍",1472
"1473","3171025600","Onyang-eup","온양읍",1473
"1474","3171025900","Beomseo-eup","범서읍",1474
"1475","3171026200","Cheongnyang-eup","청량읍",1475
"1476","3171031000","Seosaeng-myeon","서생면",1476
"1477","3171034000","Ungchon-myeon","웅촌면",1477
"1478","3171036000","Dudong-myeon","두동면",1478
"1479","3171037000","Duseo-myeon","두서면",1479
"1480","3171038000","Sangbuk-myeon","상북면",1480
"1481","3171039000","Samnam-myeon","삼남면",1481
"1482","3171040000","Samdong-myeon","삼동면",1482
"1483","3611010100","Bangok-dong","반곡동",1483
"1484","3611010200","Sodam-dong","소담동",1484
"1485","3611010300","Boram-dong","보람동",1485
"1486","3611010400","Daepyeong-dong","대평동",1486
"1487","3611010500","Garam-dong","가람동",1487
"1488","3611010600","Hansol-dong","한솔동",1488
"1489","3611010700","Naseong-dong","나성동",1489
"1490","3611010800","Saerom-dong","새롬동",1490
"1491","3611010900","Dajeong-dong","다정동",1491
"1492","3611011000","Eojin-dong","어진동",1492
"1493","3611011100","Jongchon-dong","종촌동",1493
"1494","3611011200","Goun-dong","고운동",1494
"1495","3611011300","Areum-dong","아름동",1495
"1496","3611011400","Dodam-dong","도담동",1496
"1497","3611025000","Jochiwon-eup","조치원읍",1497
"1498","3611031000","Yeongi-myeon","연기면",1498
"1499","3611032000","Yeondong-myeon","연동면",1499
"1500","3611033000","Bugang-myeon","부강면",1500
"1501","3611034000","Geumnam-myeon","금남면",1501
"1502","3611035000","Janggun-myeon","장군면",1502
"1503","3611036000","Yeonseo-myeon","연서면",1503
"1504","3611037000","Jeonui-myeon","전의면",1504
"1505","3611038000","Jeondong-myeon","전동면",1505
"1506","3611039000","Sojeong-myeon","소정면",1506
"1507","4111112900","Pajang-dong","파장동",1507
"1508","4111113000","Jeongja-dong","정자동",1508
"1509","4111113100","Imok-dong","이목동",1509
"1510","4111113200","Yuljeon-dong","율전동",1510
"1511","4111113300","Cheoncheon-dong","천천동",1511
"1512","4111113400","Yeonghwa-dong","영화동",1512
"1513","4111113500","Songjuk-dong","송죽동",1513
"1514","4111113600","Jowon-dong","조원동",1514
"1515","4111113700","Yeonmu-dong","연무동",1515
"1516","4111113800","Sanggwanggyo-dong","상광교동",1516
"1517","4111113900","Hagwanggyo-dong","하광교동",1517
"1518","4111312600","Seryu-dong","세류동",1518
"1519","4111312700","Pyeong-dong","평동",1519
"1520","4111312800","Gosaek-dong","고색동",1520
"1521","4111312900","Omokcheon-dong","오목천동",1521
"1522","4111313000","Pyeongni-dong","평리동",1522
"1523","4111313100","Seodun-dong","서둔동",1523
"1524","4111313200","Guun-dong","구운동",1524
"1525","4111313300","Tap-dong","탑동",1525
