"","EMD_CD","EMD_ENG_NM","EMD_KOR_NM","id"
"3856","4688034000","Samseo-myeon","삼서면",3856
"3857","4688035000","Samgye-myeon","삼계면",3857
"3858","4688036000","Hwangnyong-myeon","황룡면",3858
"3859","4688037000","Seosam-myeon","서삼면",3859
"3860","4688038000","Bugil-myeon","북일면",3860
"3861","4688039000","Bugi-myeon","북이면",3861
"3862","4688040000","Bukha-myeon","북하면",3862
"3863","4689025000","Wando-eup","완도읍",3863
"3864","4689025300","Geumil-eup","금일읍",3864
"3865","4689025600","Nohwa-eup","노화읍",3865
"3866","4689031000","Gunoe-myeon","군외면",3866
"3867","4689032000","Sinji-myeon","신지면",3867
"3868","4689033000","Gogeum-myeon","고금면",3868
"3869","4689034000","Yaksan-myeon","약산면",3869
"3870","4689035000","Cheongsan-myeon","청산면",3870
"3871","4689036000","Soan-myeon","소안면",3871
"3872","4689037000","Geumdang-myeon","금당면",3872
"3873","4689038000","Bogil-myeon","보길면",3873
"3874","4689039000","Saengil-myeon","생일면",3874
"3875","4690025000","Jindo-eup","진도읍",3875
"3876","4690031000","Gunnae-myeon","군내면",3876
"3877","4690032000","Gogun-myeon","고군면",3877
"3878","4690033000","Uisin-myeon","의신면",3878
"3879","4690034000","Imhoe-myeon","임회면",3879
"3880","4690035000","Jisan-myeon","지산면",3880
"3881","4690036000","Jodo-myeon","조도면",3881
"3882","4691025000","Jido-eup","지도읍",3882
"3883","4691025300","Aphae-eup","압해읍",3883
"3884","4691031000","Jeungdo-myeon","증도면",3884
"3885","4691032000","Imja-myeon","임자면",3885
"3886","4691033000","Jaeun-myeon","자은면",3886
"3887","4691034000","Bigeum-myeon","비금면",3887
"3888","4691035000","Docho-myeon","도초면",3888
"3889","4691036000","Heuksan-myeon","흑산면",3889
"3890","4691037000","Haui-myeon","하의면",3890
"3891","4691038000","Sinui-myeon","신의면",3891
"3892","4691039000","Jangsan-myeon","장산면",3892
"3893","4691040000","Anjwa-myeon","안좌면",3893
"3894","4691041000","Palgeum-myeon","팔금면",3894
"3895","4691042000","Amtae-myeon","암태면",3895
"3896","4711110100","Sangdo-dong","상도동",3896
"3897","4711110200","Daedo-dong","대도동",3897
"3898","4711110300","Haedo-dong","해도동",3898
"3899","4711110400","Songdo-dong","송도동",3899
"3900","4711110500","Cheongnim-dong","청림동",3900
"3901","4711110600","Irwol-dong","일월동",3901
"3902","4711110700","Songjeong-dong","송정동",3902
"3903","4711110800","Songnae-dong","송내동",3903
"3904","4711110900","Goedong-dong","괴동동",3904
"3905","4711111000","Dongchon-dong","동촌동",3905
"3906","4711111100","Jangheung-dong","장흥동",3906
"3907","4711111200","Indeok-dong","인덕동",3907
"3908","4711111300","Ho-dong","호동",3908
"3909","4711111400","Hyoja-dong","효자동",3909
"3910","4711111500","Jigok-dong","지곡동",3910
"3911","4711111600","Daejam-dong","대잠동",3911
"3912","4711111700","I-dong","이동",3912
"3913","4711125000","Guryongpo-eup","구룡포읍",3913
"3914","4711125300","Yeonil-eup","연일읍",3914
"3915","4711125600","Ocheon-eup","오천읍",3915
"3916","4711131000","Daesong-myeon","대송면",3916
"3917","4711132000","Donghae-myeon","동해면",3917
"3918","4711133000","Janggi-myeon","장기면",3918
"3919","4711135000","Homigot-myeon","호미곶면",3919
"3920","4711310100","Daeheung-dong","대흥동",3920
"3921","4711310200","Sinheung-dong","신흥동",3921
"3922","4711310300","Nambin-dong","남빈동",3922
"3923","4711310400","Sangwon-dong","상원동",3923
"3924","4711310500","Yeocheon-dong","여천동",3924
"3925","4711310600","Jungang-dong","중앙동",3925
"3926","4711310700","Deoksan-dong","덕산동",3926
"3927","4711310800","Deoksu-dong","덕수동",3927
"3928","4711310900","Daesin-dong","대신동",3928
"3929","4711311000","Dongbin 1(il)-ga","동빈1가",3929
"3930","4711311100","Dongbin 2(i)-ga","동빈2가",3930
"3931","4711311200","Haksan-dong","학산동",3931
"3932","4711311300","Hanggu-dong","항구동",3932
"3933","4711311400","Deungnyang-dong","득량동",3933
"3934","4711311500","Hakjam-dong","학잠동",3934
"3935","4711311600","Jukdo-dong","죽도동",3935
"3936","4711311700","Yongheung-dong","용흥동",3936
"3937","4711311800","Uhyeon-dong","우현동",3937
"3938","4711311900","Changpo-dong","창포동",3938
"3939","4711312000","Duho-dong","두호동",3939
"3940","4711312100","Jangseong-dong","장성동",3940
"3941","4711312200","Yangdeok-dong","양덕동",3941
"3942","4711312300","Hwanho-dong","환호동",3942
"3943","4711312400","Yeonam-dong","여남동",3943
"3944","4711325000","Heunghae-eup","흥해읍",3944
"3945","4711331000","Singwang-myeon","신광면",3945
"3946","4711332000","Cheongha-myeon","청하면",3946
"3947","4711333000","Songna-myeon","송라면",3947
"3948","4711334000","Gigye-myeon","기계면",3948
"3949","4711335000","Jukjang-myeon","죽장면",3949
"3950","4711336000","Gibuk-myeon","기북면",3950
"3951","4713010100","Dongbu-dong","동부동",3951
"3952","4713010200","Seobu-dong","서부동",3952
"3953","4713010300","Bukbu-dong","북부동",3953
"3954","4713010400","Seongdong-dong","성동동",3954
"3955","4713010500","Hwango-dong","황오동",3955
"3956","4713010600","Nodong-dong","노동동",3956
"3957","4713010700","Noseo-dong","노서동",3957
"3958","4713010800","Seonggeon-dong","성건동",3958
"3959","4713010900","Sajeong-dong","사정동",3959
"3960","4713011000","Hwangnam-dong","황남동",3960
"3961","4713011100","Gyo-dong","교동",3961
"3962","4713011200","Inwang-dong","인왕동",3962
"3963","4713011300","Tap-dong","탑동",3963
"3964","4713011400","Chunghyo-dong","충효동",3964
"3965","4713011500","Seoak-dong","서악동",3965
"3966","4713011600","Hyohyeon-dong","효현동",3966
"3967","4713011700","Gwangmyeong-dong","광명동",3967
"3968","4713011800","Dongbang-dong","동방동",3968
"3969","4713011900","Doji-dong","도지동",3969
"3970","4713012000","Namsan-dong","남산동",3970
"3971","4713012100","Baeban-dong","배반동",3971
"3972","4713012200","Guhwang-dong","구황동",3972
"3973","4713012300","Bomun-dong","보문동",3973
"3974","4713012400","Hwangseong-dong","황성동",3974
"3975","4713012500","Yonggang-dong","용강동",3975
"3976","4713012600","Dongcheon-dong","동천동",3976
"3977","4713012700","Pyeong-dong","평동",3977
"3978","4713012800","Joyang-dong","조양동",3978
"3979","4713012900","Si-dong","시동",3979
"3980","4713013000","Sirae-dong","시래동",3980
"3981","4713013100","Gujeong-dong","구정동",3981
"3982","4713013200","Ma-dong","마동",3982
"3983","4713013300","Ha-dong","하동",3983
"3984","4713013400","Jinhyeon-dong","진현동",3984
"3985","4713013500","Cheongun-dong","천군동",3985
"3986","4713013600","Sinpyeong-dong","신평동",3986
"3987","4713013700","Deok-dong","덕동",3987
"3988","4713013800","Amgok-dong","암곡동",3988
"3989","4713013900","Hwangyong-dong","황용동",3989
"3990","4713014000","Bukgun-dong","북군동",3990
"3991","4713014100","Songok-dong","손곡동",3991
"3992","4713014200","Yul-dong","율동",3992
"3993","4713014300","Bae-dong","배동",3993
"3994","4713014400","Seokjang-dong","석장동",3994
"3995","4713025000","Gampo-eup","감포읍",3995
"3996","4713025300","Angang-eup","안강읍",3996
"3997","4713025600","Geoncheon-eup","건천읍",3997
"3998","4713025900","Oedong-eup","외동읍",3998
"3999","4713031000","Yangbuk-myeon","양북면",3999
"4000","4713032000","Yangnam-myeon","양남면",4000
"4001","4713033000","Naenam-myeon","내남면",4001
"4002","4713034000","Sannae-myeon","산내면",4002
"4003","4713035000","Seo-myeon","서면",4003
"4004","4713036000","Hyeongok-myeon","현곡면",4004
"4005","4713037000","Gangdong-myeon","강동면",4005
"4006","4713038000","Cheonbuk-myeon","천북면",4006
"4007","4715010100","Gamho-dong","감호동",4007
"4008","4715010200","Yongdu-dong","용두동",4008
"4009","4715010300","Moam-dong","모암동",4009
"4010","4715010400","Seongnae-dong","성내동",4010
"4011","4715010500","Pyeonghwa-dong","평화동",4011
"4012","4715010600","Namsan-dong","남산동",4012
"4013","4715010700","Hwanggeum-dong","황금동",4013
"4014","4715010800","Sineum-dong","신음동",4014
"4015","4715010900","Gyo-dong","교동",4015
"4016","4715011000","Samnak-dong","삼락동",4016
"4017","4715011100","Mundang-dong","문당동",4017
"4018","4715011200","Dasu-dong","다수동",4018
"4019","4715011300","Baegok-dong","백옥동",4019
"4020","4715011400","Bugok-dong","부곡동",4020
"4021","4715011500","Jijwa-dong","지좌동",4021
"4022","4715011600","Deokgok-dong","덕곡동",4022
"4023","4715011700","Daegwang-dong","대광동",4023
"4024","4715011800","Eungmyeong-dong","응명동",4024
"4025","4715011900","Yangcheon-dong","양천동",4025
"4026","4715012000","Yulgok-dong","율곡동",4026
"4027","4715025000","Apo-eup","아포읍",4027
"4028","4715031000","Nongso-myeon","농소면",4028
"4029","4715032000","Nam-myeon","남면",4029
"4030","4715034000","Gaeryeong-myeon","개령면",4030
"4031","4715035000","Gammun-myeon","감문면",4031
"4032","4715036000","Eomo-myeon","어모면",4032
"4033","4715037000","Bongsan-myeon","봉산면",4033
"4034","4715038000","Daehang-myeon","대항면",4034
"4035","4715039000","Gamcheon-myeon","감천면",4035
"4036","4715040000","Joma-myeon","조마면",4036
"4037","4715041000","Guseong-myeon","구성면",4037
"4038","4715042000","Jirye-myeon","지례면",4038
"4039","4715043000","Buhang-myeon","부항면",4039
"4040","4715044000","Daedeok-myeon","대덕면",4040
"4041","4715045000","Jeungsan-myeon","증산면",4041
"4042","4717010100","Samsan-dong","삼산동",4042
"4043","4717010200","Seobu-dong","서부동",4043
"4044","4717010300","Bungmun-dong","북문동",4044
"4045","4717010400","Myeongnyun-dong","명륜동",4045
"4046","4717010500","Sinan-dong","신안동",4046
"4047","4717010600","Yulse-dong","율세동",4047
"4048","4717010700","Okjeong-dong","옥정동",4048
"4049","4717010800","Sinse-dong","신세동",4049
"4050","4717010900","Beopheung-dong","법흥동",4050
"4051","4717011000","Yongsang-dong","용상동",4051
"4052","4717011100","Dongmun-dong","동문동",4052
"4053","4717011200","Dongbu-dong","동부동",4053
"4054","4717011300","Unheung-dong","운흥동",4054
"4055","4717011400","Cheolli-dong","천리동",4055
"4056","4717011500","Nambu-dong","남부동",4056
"4057","4717011600","Nammun-dong","남문동",4057
"4058","4717011700","Anheung-dong","안흥동",4058
"4059","4717011800","Daeseok-dong","대석동",4059
"4060","4717011900","Ogya-dong","옥야동",4060
"4061","4717012000","Gwangseok-dong","광석동",4061
"4062","4717012100","Dangbuk-dong","당북동",4062
"4063","4717012200","Taehwa-dong","태화동",4063
"4064","4717012300","Hwaseong-dong","화성동",4064
"4065","4717012400","Mokseong-dong","목성동",4065
"4066","4717012500","Beopsang-dong","법상동",4066
"4067","4717012600","Geumgok-dong","금곡동",4067
"4068","4717012700","Pyeonghwa-dong","평화동",4068
"4069","4717012800","Angi-dong","안기동",4069
"4070","4717012900","Unan-dong","운안동",4070
"4071","4717013000","Seonggok-dong","성곡동",4071
"4072","4717013100","Sanga-dong","상아동",4072
"4073","4717013200","Anmak-dong","안막동",4073
"4074","4717013300","Ok-dong","옥동",4074
"4075","4717013400","Icheon-dong","이천동",4075
"4076","4717013500","Noha-dong","노하동",4076
"4077","4717013600","Songhyeon-dong","송현동",4077
"4078","4717013700","Songcheon-dong","송천동",4078
"4079","4717013800","Seokdong-dong","석동동",4079
"4080","4717013900","Jeongsang-dong","정상동",4080
"4081","4717014000","Jeongha-dong","정하동",4081
"4082","4717014100","Susang-dong","수상동",4082
"4083","4717014200","Suha-dong","수하동",4083
"4084","4717025000","Pungsan-eup","풍산읍",4084
"4085","4717031000","Waryong-myeon","와룡면",4085
"4086","4717032000","Bukhu-myeon","북후면",4086
"4087","4717033000","Seohu-myeon","서후면",4087
"4088","4717034000","Pungcheon-myeon","풍천면",4088
"4089","4717035000","Iljik-myeon","일직면",4089
"4090","4717036000","Namhu-myeon","남후면",4090
"4091","4717037000","Namseon-myeon","남선면",4091
"4092","4717038000","Imha-myeon","임하면",4092
"4093","4717039000","Giran-myeon","길안면",4093
"4094","4717040000","Imdong-myeon","임동면",4094
"4095","4717041000","Yean-myeon","예안면",4095
"4096","4717042000","Dosan-myeon","도산면",4096
"4097","4717043000","Nokjeon-myeon","녹전면",4097
"4098","4719010100","Wonpyeong-dong","원평동",4098
"4099","4719010200","Jisan-dong","지산동",4099
"4100","4719010300","Doryang-dong","도량동",4100
"4101","4719010400","Bonggok-dong","봉곡동",4101
"4102","4719010500","Bugok-dong","부곡동",4102
"4103","4719010600","Seongi-dong","선기동",4103
"4104","4719010700","Sujeom-dong","수점동",4104
"4105","4719010800","Namtong-dong","남통동",4105
"4106","4719010900","Hyeonggok-dong","형곡동",4106
"4107","4719011000","Songjeong-dong","송정동",4107
"4108","4719011100","Sinpyeong-dong","신평동",4108
"4109","4719011200","Bisan-dong","비산동",4109
"4110","4719011300","Gongdan-dong","공단동",4110
"4111","4719011400","Gwangpyeong-dong","광평동",4111
"4112","4719011500","Sagok-dong","사곡동",4112
"4113","4719011600","Sangmo-dong","상모동",4113
"4114","4719011700","Imeun-dong","임은동",4114
"4115","4719011800","Otae-dong","오태동",4115
"4116","4719011900","Sin-dong","신동",4116
"4117","4719012000","Gupyeong-dong","구평동",4117
"4118","4719012100","Hwangsang-dong","황상동",4118
"4119","4719012200","Inui-dong","인의동",4119
"4120","4719012300","Jinpyeong-dong","진평동",4120
"4121","4719012400","Simi-dong","시미동",4121
"4122","4719012500","Imsu-dong","임수동",4122
"4123","4719012600","Yangho-dong","양호동",4123
"4124","4719012700","Geoui-dong","거의동",4124
"4125","4719012800","Okgye-dong","옥계동",4125
"4126","4719012900","Gupo-dong","구포동",4126
"4127","4719013000","Geumjeon-dong","금전동",4127
"4128","4719025000","Seonsan-eup","선산읍",4128
"4129","4719025300","Goa-eup","고아읍",4129
"4130","4719031000","Mueul-myeon","무을면",4130
"4131","4719032000","Okseong-myeon","옥성면",4131
"4132","4719033000","Dogae-myeon","도개면",4132
"4133","4719034000","Haepyeong-myeon","해평면",4133
"4134","4719035000","Sandong-myeon","산동면",4134
"4135","4719036000","Jangcheon-myeon","장천면",4135
"4136","4721010100","Yeongju-dong","영주동",4136
"4137","4721010200","Sangmang-dong","상망동",4137
"4138","4721010300","Hamang-dong","하망동",4138
"4139","4721010400","Hyucheon-dong","휴천동",4139
"4140","4721010500","Gaheung-dong","가흥동",4140
"4141","4721010600","Munjeong-dong","문정동",4141
"4142","4721010700","Gohyeon-dong","고현동",4142
"4143","4721010800","Changjin-dong","창진동",4143
"4144","4721010900","Sangjul-dong","상줄동",4144
"4145","4721011000","Jowa-dong","조와동",4145
"4146","4721011100","Joam-dong","조암동",4146
"4147","4721011200","Jeokseo-dong","적서동",4147
"4148","4721011300","Aji-dong","아지동",4148
"4149","4721025000","Punggi-eup","풍기읍",4149
"4150","4721031000","Isan-myeon","이산면",4150
"4151","4721032000","Pyeongeun-myeon","평은면",4151
"4152","4721033000","Munsu-myeon","문수면",4152
"4153","4721034000","Jangsu-myeon","장수면",4153
"4154","4721035000","Anjeong-myeon","안정면",4154
"4155","4721036000","Bonghyeon-myeon","봉현면",4155
"4156","4721037000","Sunheung-myeon","순흥면",4156
"4157","4721038000","Dansan-myeon","단산면",4157
"4158","4721039000","Buseok-myeon","부석면",4158
"4159","4723010100","Jogyo-dong","조교동",4159
"4160","4723010200","Mangjeong-dong","망정동",4160
"4161","4723010300","Yasa-dong","야사동",4161
"4162","4723010400","Munnae-dong","문내동",4162
"4163","4723010500","Munoe-dong","문외동",4163
"4164","4723010600","Changgu-dong","창구동",4164
"4165","4723010700","Gyochon-dong","교촌동",4165
"4166","4723010800","Gwajeon-dong","과전동",4166
"4167","4723010900","Seongnae-dong","성내동",4167
"4168","4723011000","Hwaryong-dong","화룡동",4168
"4169","4723011100","Do-dong","도동",4169
"4170","4723011200","Geumno-dong","금노동",4170
"4171","4723011300","Wansan-dong","완산동",4171
"4172","4723011400","Beomeo-dong","범어동",4172
"4173","4723011500","Jaksan-dong","작산동",4173
"4174","4723011600","Bong-dong","봉동",4174
"4175","4723011700","Bonchon-dong","본촌동",4175
"4176","4723011800","Chaesin-dong","채신동",4176
"4177","4723011900","Goeyeon-dong","괴연동",4177
"4178","4723012000","Daejeon-dong","대전동",4178
"4179","4723012100","Nokjeon-dong","녹전동",4179
"4180","4723012200","Dorim-dong","도림동",4180
"4181","4723012300","Omi-dong","오미동",4181
"4182","4723012400","Osu-dong","오수동",4182
"4183","4723012500","Ssanggye-dong","쌍계동",4183
"4184","4723012600","Donam-dong","도남동",4184
"4185","4723012700","Maesan-dong","매산동",4185
"4186","4723012800","Eonha-dong","언하동",4186
"4187","4723012900","Singi-dong","신기동",4187
"4188","4723013000","Seosan-dong","서산동",4188
"4189","4723025000","Geumho-eup","금호읍",4189
"4190","4723031000","Cheongtong-myeon","청통면",4190
"4191","4723032000","Sinnyeong-myeon","신녕면",4191
"4192","4723033000","Hwasan-myeon","화산면",4192
"4193","4723034000","Hwabuk-myeon","화북면",4193
"4194","4723035000","Hwanam-myeon","화남면",4194
"4195","4723036000","Jayang-myeon","자양면",4195
"4196","4723037000","Imgo-myeon","임고면",4196
"4197","4723038000","Gogyeong-myeon","고경면",4197
"4198","4723039000","Bugan-myeon","북안면",4198
"4199","4723040000","Daechang-myeon","대창면",4199
"4200","4725010100","Seongha-dong","성하동",4200
"4201","4725010200","Seongdong-dong","성동동",4201
"4202","4725010300","Inbong-dong","인봉동",4202
"4203","4725010400","Bongnyong-dong","복룡동",4203
"4204","4725010500","Naengnim-dong","냉림동",4204
"4205","4725010600","Seoseong-dong","서성동",4205
"4206","4725010700","Namseong-dong","남성동",4206
"4207","4725010800","Seomun-dong","서문동",4207
"4208","4725010900","Muyang-dong","무양동",4208
"4209","4725011000","Nagyang-dong","낙양동",4209
"4210","4725011100","Gaeun-dong","개운동",4210
"4211","4725011200","Sinbong-dong","신봉동",4211
"4212","4725011300","Gajang-dong","가장동",4212
"4213","4725011400","Yangchon-dong","양촌동",4213
"4214","4725011500","Jicheon-dong","지천동",4214
"4215","4725011600","Odae-dong","오대동",4215
"4216","4725011700","Heunggak-dong","흥각동",4216
"4217","4725011800","Geodong-dong","거동동",4217
"4218","4725011900","Inpyeong-dong","인평동",4218
"4219","4725012000","Seogok-dong","서곡동",4219
"4220","4725012100","Hwagae-dong","화개동",4220
"4221","4725012200","Oedap-dong","외답동",4221
"4222","4725012300","Heonsin-dong","헌신동",4222
"4223","4725012400","Byeongseong-dong","병성동",4223
"4224","4725012500","Donam-dong","도남동",4224
"4225","4725012600","Naksang-dong","낙상동",4225
"4226","4725012700","Jungdeok-dong","중덕동",4226
"4227","4725012800","Chosan-dong","초산동",4227
"4228","4725012900","Hwasan-dong","화산동",4228
"4229","4725013000","Gyesan-dong","계산동",4229
"4230","4725013100","Buwon-dong","부원동",4230
"4231","4725013200","Jukjeon-dong","죽전동",4231
"4232","4725013300","Mansan-dong","만산동",4232
"4233","4725013400","Yeonwon-dong","연원동",4233
"4234","4725013500","Namjang-dong","남장동",4234
"4235","4725013600","Namjeok-dong","남적동",4235
"4236","4725025000","Hamchang-eup","함창읍",4236
"4237","4725031000","Jungdong-myeon","중동면",4237
"4238","4725032000","Sabeol-myeon","사벌면",4238
"4239","4725033000","Nakdong-myeon","낙동면",4239
"4240","4725034000","Cheongni-myeon","청리면",4240
"4241","4725035000","Gongseong-myeon","공성면",4241
"4242","4725036000","Oenam-myeon","외남면",4242
"4243","4725037000","Naeseo-myeon","내서면",4243
"4244","4725038000","Modong-myeon","모동면",4244
"4245","4725039000","Moseo-myeon","모서면",4245
"4246","4725040000","Hwadong-myeon","화동면",4246
"4247","4725041000","Hwaseo-myeon","화서면",4247
"4248","4725042000","Hwabuk-myeon","화북면",4248
"4249","4725043000","Oeseo-myeon","외서면",4249
"4250","4725044000","Euncheok-myeon","은척면",4250
"4251","4725045000","Gonggeom-myeon","공검면",4251
"4252","4725046000","Ian-myeon","이안면",4252
"4253","4725047000","Hwanam-myeon","화남면",4253
"4254","4728010100","Jeomchon-dong","점촌동",4254
"4255","4728010200","Yeongsin-dong","영신동",4255
"4256","4728010300","Heungdeok-dong","흥덕동",4256
"4257","4728010400","Uji-dong","우지동",4257
"4258","4728010500","Chang-dong","창동",4258
"4259","4728010600","Singi-dong","신기동",4259
"4260","4728010700","Buljeong-dong","불정동",4260
"4261","4728010800","Yugok-dong","유곡동",4261
"4262","4728010900","Gongpyeong-dong","공평동",4262
"4263","4728011000","Mojeon-dong","모전동",4263
"4264","4728011100","Yunjik-dong","윤직동",4264
"4265","4728025000","Mungyeong-eup","문경읍",4265
"4266","4728025300","Gaeun-eup","가은읍",4266
"4267","4728031000","Yeongsun-myeon","영순면",4267
"4268","4728032000","Sanyang-myeon","산양면",4268
"4269","4728033000","Hogye-myeon","호계면",4269
"4270","4728034000","Sanbuk-myeon","산북면",4270
"4271","4728035000","Dongno-myeon","동로면",4271
"4272","4728036000","Maseong-myeon","마성면",4272
"4273","4728037000","Nongam-myeon","농암면",4273
"4274","4729010100","Samnam-dong","삼남동",4274
"4275","4729010200","Sambuk-dong","삼북동",4275
"4276","4729010300","Seosang-dong","서상동",4276
"4277","4729010400","Singyo-dong","신교동",4277
"4278","4729010500","Sangbang-dong","상방동",4278
"4279","4729010600","Baekcheon-dong","백천동",4279
"4280","4729010700","Okgok-dong","옥곡동",4280
"4281","4729010800","Sajeong-dong","사정동",4281
"4282","4729010900","Oksan-dong","옥산동",4282
"4283","4729011000","Jungsan-dong","중산동",4283
"4284","4729011100","Jeongpyeong-dong","정평동",4284
"4285","4729011200","Daepyeong-dong","대평동",4285
"4286","4729011300","Daejeong-dong","대정동",4286
"4287","4729011400","Imdang-dong","임당동",4287
"4288","4729011500","Dae-dong","대동",4288
"4289","4729011600","Gyeyang-dong","계양동",4289
"4290","4729011700","Jungbang-dong","중방동",4290
"4291","4729011800","Joyeong-dong","조영동",4291
"4292","4729011900","Nambang-dong","남방동",4292
"4293","4729012000","Nae-dong","내동",4293
"4294","4729012100","Yeocheon-dong","여천동",4294
"4295","4729012200","Yugok-dong","유곡동",4295
"4296","4729012300","Sincheon-dong","신천동",4296
"4297","4729012400","Jeomchon-dong","점촌동",4297
"4298","4729012500","Pyeongsan-dong","평산동",4298
"4299","4729012600","Sa-dong","사동",4299
"4300","4729012700","Sampung-dong","삼풍동",4300
"4301","4729012800","Gapje-dong","갑제동",4301
"4302","4729025000","Hayang-eup","하양읍",4302
"4303","4729025300","Jillyang-eup","진량읍",4303
"4304","4729031000","Wachon-myeon","와촌면",4304
"4305","4729033000","Jain-myeon","자인면",4305
"4306","4729034000","Yongseong-myeon","용성면",4306
"4307","4729035000","Namsan-myeon","남산면",4307
"4308","4729036000","Amnyang-myeon","압량면",4308
"4309","4729037000","Namcheon-myeon","남천면",4309
"4310","4772025000","Gunwi-eup","군위읍",4310
"4311","4772031000","Sobo-myeon","소보면",4311
"4312","4772032000","Hyoryeong-myeon","효령면",4312
"4313","4772033000","Bugye-myeon","부계면",4313
"4314","4772034000","Ubo-myeon","우보면",4314
"4315","4772035000","Uiheung-myeon","의흥면",4315
"4316","4772036000","Sanseong-myeon","산성면",4316
"4317","4772037000","Goro-myeon","고로면",4317
"4318","4773025000","Uiseong-eup","의성읍",4318
"4319","4773031000","Danchon-myeon","단촌면",4319
"4320","4773032000","Jeomgok-myeon","점곡면",4320
"4321","4773033000","Oksan-myeon","옥산면",4321
"4322","4773034000","Sagok-myeon","사곡면",4322
"4323","4773035000","Chunsan-myeon","춘산면",4323
"4324","4773036000","Gaeum-myeon","가음면",4324
"4325","4773037000","Geumseong-myeon","금성면",4325
"4326","4773038000","Bongyang-myeon","봉양면",4326
"4327","4773039000","Bian-myeon","비안면",4327
"4328","4773040000","Gucheon-myeon","구천면",4328
"4329","4773041000","Danmil-myeon","단밀면",4329
"4330","4773042000","Danbuk-myeon","단북면",4330
"4331","4773043000","Angye-myeon","안계면",4331
"4332","4773044000","Dain-myeon","다인면",4332
"4333","4773045000","Sinpyeong-myeon","신평면",4333
"4334","4773046000","Anpyeong-myeon","안평면",4334
"4335","4773047000","Ansa-myeon","안사면",4335
"4336","4775025000","Cheongsong-eup","청송읍",4336
"4337","4775031500","Juwangsan-myeon","주왕산면",4337
"4338","4775032000","Bunam-myeon","부남면",4338
"4339","4775033000","Hyeondong-myeon","현동면",4339
"4340","4775034000","Hyeonseo-myeon","현서면",4340
"4341","4775035000","Andeok-myeon","안덕면",4341
"4342","4775036000","Pacheon-myeon","파천면",4342
"4343","4775037000","Jinbo-myeon","진보면",4343
"4344","4776025000","Yeongyang-eup","영양읍",4344
"4345","4776031000","Ibam-myeon","입암면",4345
"4346","4776032000","Cheonggi-myeon","청기면",4346
"4347","4776033000","Irwol-myeon","일월면",4347
"4348","4776034000","Subi-myeon","수비면",4348
"4349","4776035000","Seokbo-myeon","석보면",4349
"4350","4777025000","Yeongdeok-eup","영덕읍",4350
"4351","4777031000","Ganggu-myeon","강구면",4351
"4352","4777032000","Namjeong-myeon","남정면",4352
"4353","4777033000","Dalsan-myeon","달산면",4353
"4354","4777034000","Jipum-myeon","지품면",4354
"4355","4777035000","Chuksan-myeon","축산면",4355
"4356","4777036000","Yeonghae-myeon","영해면",4356
"4357","4777037000","Byeonggok-myeon","병곡면",4357
"4358","4777038000","Changsu-myeon","창수면",4358
"4359","4782025000","Hwayang-eup","화양읍",4359
"4360","4782025300","Cheongdo-eup","청도읍",4360
"4361","4782031000","Gangnam-myeon","각남면",4361
"4362","4782032000","Punggak-myeon","풍각면",4362
"4363","4782033000","Gakbuk-myeon","각북면",4363
"4364","4782034000","Iseo-myeon","이서면",4364
"4365","4782035000","Unmun-myeon","운문면",4365
"4366","4782036000","Geumcheon-myeon","금천면",4366
"4367","4782037000","Maejeon-myeon","매전면",4367
"4368","4783025300","Daegaya-eup","대가야읍",4368
"4369","4783031000","Deokgok-myeon","덕곡면",4369
"4370","4783032000","Unsu-myeon","운수면",4370
"4371","4783033000","Seongsan-myeon","성산면",4371
"4372","4783034000","Dasan-myeon","다산면",4372
"4373","4783035000","Gaejin-myeon","개진면",4373
"4374","4783036000","Ugok-myeon","우곡면",4374
"4375","4783037000","Ssangnim-myeon","쌍림면",4375
"4376","4784025000","Seongju-eup","성주읍",4376
"4377","4784031000","Seonnam-myeon","선남면",4377
"4378","4784032000","Yongam-myeon","용암면",4378
"4379","4784033000","Suryun-myeon","수륜면",4379
"4380","4784034000","Gacheon-myeon","가천면",4380
"4381","4784035000","Geumsu-myeon","금수면",4381
"4382","4784036000","Daega-myeon","대가면",4382
"4383","4784037000","Byeokjin-myeon","벽진면",4383
"4384","4784038000","Chojeon-myeon","초전면",4384
"4385","4784039000","Wolhang-myeon","월항면",4385
"4386","4785025000","Waegwan-eup","왜관읍",4386
"4387","4785025300","Buksam-eup","북삼읍",4387
"4388","4785025600","Seokjeok-eup","석적읍",4388
"4389","4785031000","Jicheon-myeon","지천면",4389
"4390","4785032000","Dongmyeong-myeon","동명면",4390
"4391","4785033000","Gasan-myeon","가산면",4391
"4392","4785036000","Yangmok-myeon","약목면",4392
"4393","4785037000","Gisan-myeon","기산면",4393
"4394","4790025000","Yecheon-eup","예천읍",4394
"4395","4790031000","Yongmun-myeon","용문면",4395
"4396","4790034000","Gamcheon-myeon","감천면",4396
"4397","4790035000","Bomun-myeon","보문면",4397
"4398","4790036000","Homyeong-myeon","호명면",4398
"4399","4790037000","Yucheon-myeon","유천면",4399
"4400","4790038000","Yonggung-myeon","용궁면",4400
"4401","4790039000","Gaepo-myeon","개포면",4401
"4402","4790040000","Jibo-myeon","지보면",4402
"4403","4790041000","Pungyang-myeon","풍양면",4403
"4404","4790042000","Hyoja-myeon","효자면",4404
"4405","4790043000","Eunpung-myeon","은풍면",4405
